Country,DateRep,ConfirmedCases,Deaths,Recovered,Continent
Belize,2020-03-28,2,0,0,Americas
Benin,2020-03-28,6,0,0,Africa
Bhutan,2020-03-28,3,0,0,Asia
Bolivia,2020-03-28,74,0,0,Americas
Bosnia and Herzegovina,2020-03-28,258,5,5,Europe
Brazil,2020-03-28,3904,111,6,Americas
Brunei,2020-03-28,120,1,25,Asia
Bulgaria,2020-03-28,331,7,11,Europe
Burkina Faso,2020-03-28,207,11,21,Africa
Burma,2020-03-28,8,0,0,Asia
Cabo Verde,2020-03-28,5,1,0,Africa
Cambodia,2020-03-28,99,0,13,Asia
Cameroon,2020-03-28,91,2,2,Africa
Canada,2020-03-28,5576,61,466,Americas
Central African Republic,2020-03-28,3,0,0,Africa
Chad,2020-03-28,3,0,0,Africa
Chile,2020-03-28,1909,6,61,Americas
China,2020-03-28,81999,3299,75100,Asia
Colombia,2020-03-28,608,6,10,Americas
Congo (Brazzaville),2020-03-28,4,0,0,Africa
Congo (Kinshasa),2020-03-28,65,6,2,Africa
Costa Rica,2020-03-28,295,2,3,Americas
Cote d'Ivoire,2020-03-28,101,0,3,Africa
Croatia,2020-03-28,657,5,45,Europe
Cuba,2020-03-28,119,3,4,Americas
Cyprus,2020-03-28,179,5,15,Asia
Czechia,2020-03-28,2631,11,11,Europe
Denmark,2020-03-28,2366,65,57,Europe
Diamond Princess,2020-03-28,712,10,597,Outro
Djibouti,2020-03-28,14,0,0,Africa
Dominica,2020-03-28,11,0,0,Americas
Dominican Republic,2020-03-28,719,28,3,Americas
Ecuador,2020-03-28,1823,48,3,Americas
Egypt,2020-03-28,576,36,121,Africa
El Salvador,2020-03-28,19,0,0,Americas
Equatorial Guinea,2020-03-28,12,0,0,Africa
Eritrea,2020-03-28,6,0,0,Africa
Estonia,2020-03-28,645,1,20,Europe
Eswatini,2020-03-28,9,0,0,Africa
Ethiopia,2020-03-28,16,0,1,Africa
Fiji,2020-03-28,5,0,0,Oceania
Finland,2020-03-28,1167,9,10,Europe
France,2020-03-28,38105,2317,5724,Europe
Gabon,2020-03-28,7,1,0,Africa
Gambia,2020-03-28,3,1,0,Africa
Georgia,2020-03-28,90,0,14,Asia
Germany,2020-03-28,57695,433,8481,Europe
Ghana,2020-03-28,141,5,2,Africa
Greece,2020-03-28,1061,32,52,Europe
Grenada,2020-03-28,7,0,0,Americas
Guatemala,2020-03-28,34,1,10,Americas
Guinea,2020-03-28,8,0,0,Africa
Guinea-Bissau,2020-03-28,2,0,0,Africa
Guyana,2020-03-28,8,1,0,Americas
Haiti,2020-03-28,8,0,0,Americas
Holy See,2020-03-28,6,0,0,Europe
Honduras,2020-03-28,95,1,3,Americas
Hungary,2020-03-28,343,11,34,Europe
Iceland,2020-03-28,963,2,114,Europe
India,2020-03-28,987,24,84,Asia
Indonesia,2020-03-28,1155,102,59,Asia
Iran,2020-03-28,35408,2517,11679,Asia
Iraq,2020-03-28,506,42,131,Asia
Ireland,2020-03-28,2415,36,5,Europe
Israel,2020-03-28,3619,12,89,Asia
Italy,2020-03-28,92472,10023,12384,Europe
Jamaica,2020-03-28,30,1,2,Americas
Japan,2020-03-28,1693,52,404,Asia
Jordan,2020-03-28,246,1,18,Asia
Kazakhstan,2020-03-28,228,1,16,Asia
Kenya,2020-03-28,38,1,1,Africa
"Korea, South",2020-03-28,9478,144,4811,Asia
Kosovo,2020-03-28,91,1,1,Outro
Kuwait,2020-03-28,235,0,64,Asia
Kyrgyzstan,2020-03-28,58,0,0,Asia
Laos,2020-03-28,8,0,0,Asia
Latvia,2020-03-28,305,0,1,Europe
Lebanon,2020-03-28,412,8,30,Asia
Liberia,2020-03-28,3,0,0,Africa
Libya,2020-03-28,3,0,0,Africa
Liechtenstein,2020-03-28,56,0,0,Europe
Lithuania,2020-03-28,394,7,1,Europe
Luxembourg,2020-03-28,1831,18,40,Europe
Madagascar,2020-03-28,26,0,0,Africa
Malaysia,2020-03-28,2320,27,320,Asia
Maldives,2020-03-28,16,0,9,Asia
Mali,2020-03-28,18,0,0,Africa
Malta,2020-03-28,149,0,2,Europe
Mauritania,2020-03-28,5,0,0,Africa
Mauritius,2020-03-28,102,2,0,Africa
Mexico,2020-03-28,717,12,4,Americas
Moldova,2020-03-28,231,2,2,Europe
Monaco,2020-03-28,42,0,1,Europe
Mongolia,2020-03-28,12,0,0,Asia
Montenegro,2020-03-28,84,1,0,Europe
Morocco,2020-03-28,402,25,11,Africa
Mozambique,2020-03-28,8,0,0,Africa
MS Zaandam,2020-03-28,2,0,0,Outro
Namibia,2020-03-28,8,0,2,Africa
Nepal,2020-03-28,5,0,1,Asia
Netherlands,2020-03-28,9819,640,6,Europe
New Zealand,2020-03-28,451,0,50,Oceania
Nicaragua,2020-03-28,4,1,0,Americas
Niger,2020-03-28,10,1,0,Africa
Nigeria,2020-03-28,89,1,3,Africa
North Macedonia,2020-03-28,241,4,3,Europe
Norway,2020-03-28,4015,23,7,Europe
Oman,2020-03-28,152,0,23,Asia
Pakistan,2020-03-28,1495,12,29,Asia
Panama,2020-03-28,786,14,2,Americas
Papua New Guinea,2020-03-28,1,0,0,Oceania
Paraguay,2020-03-28,56,3,1,Americas
Peru,2020-03-28,671,16,16,Americas
Philippines,2020-03-28,1075,68,35,Asia
Poland,2020-03-28,1638,18,7,Europe
Portugal,2020-03-28,5170,100,43,Europe
Qatar,2020-03-28,590,1,45,Asia
Romania,2020-03-28,1452,37,139,Europe
Russia,2020-03-28,1264,4,49,Europe
Rwanda,2020-03-28,60,0,0,Africa
Saint Kitts and Nevis,2020-03-28,2,0,0,Americas
Saint Lucia,2020-03-28,3,0,1,Americas
Saint Vincent and the Grenadines,2020-03-28,1,0,1,Americas
San Marino,2020-03-28,224,22,6,Europe
Saudi Arabia,2020-03-28,1203,4,37,Asia
Senegal,2020-03-28,130,0,18,Africa
Serbia,2020-03-28,659,10,0,Europe
Seychelles,2020-03-28,8,0,0,Africa
Singapore,2020-03-28,802,2,198,Asia
Slovakia,2020-03-28,292,0,2,Europe
Slovenia,2020-03-28,684,9,10,Europe
Somalia,2020-03-28,3,0,0,Africa
South Africa,2020-03-28,1187,1,31,Africa
Spain,2020-03-28,73235,5982,12285,Europe
Sri Lanka,2020-03-28,113,1,9,Asia
Sudan,2020-03-28,5,1,0,Africa
Suriname,2020-03-28,8,0,0,Americas
Sweden,2020-03-28,3447,105,16,Europe
Switzerland,2020-03-28,14076,264,1530,Europe
Syria,2020-03-28,5,0,0,Asia
Taiwan*,2020-03-28,283,2,30,Asia
Tanzania,2020-03-28,14,0,1,Africa
Thailand,2020-03-28,1245,6,97,Asia
Timor-Leste,2020-03-28,1,0,0,Asia
Togo,2020-03-28,25,1,1,Africa
Trinidad and Tobago,2020-03-28,74,3,1,Americas
Tunisia,2020-03-28,278,8,2,Africa
Turkey,2020-03-28,7402,108,70,Asia
Uganda,2020-03-28,30,0,0,Africa
Ukraine,2020-03-28,356,9,5,Europe
United Arab Emirates,2020-03-28,468,2,52,Asia
United Kingdom,2020-03-28,17312,1021,151,Europe
Uruguay,2020-03-28,274,0,0,Americas
US,2020-03-28,121478,2026,1072,Americas
Uzbekistan,2020-03-28,104,2,5,Asia
Venezuela,2020-03-28,119,2,39,Americas
Vietnam,2020-03-28,174,0,21,Asia
West Bank and Gaza,2020-03-28,98,1,18,Asia
Zambia,2020-03-28,28,0,0,Africa
Zimbabwe,2020-03-28,7,1,0,Africa
Afghanistan,2020-03-29,120,4,2,Asia
Albania,2020-03-29,212,10,33,Europe
Algeria,2020-03-29,511,31,31,Africa
Andorra,2020-03-29,334,6,1,Europe
Angola,2020-03-29,7,2,0,Africa
Antigua and Barbuda,2020-03-29,7,0,0,Americas
Argentina,2020-03-29,745,19,72,Americas
Armenia,2020-03-29,424,3,30,Asia
Australia,2020-03-29,3984,16,244,Oceania
Austria,2020-03-29,8788,86,479,Europe
Azerbaijan,2020-03-29,209,4,15,Asia
Bahamas,2020-03-29,11,0,1,Americas
Bahrain,2020-03-29,499,4,272,Asia
Bangladesh,2020-03-29,48,5,15,Asia
Barbados,2020-03-29,33,0,0,Americas
Belarus,2020-03-29,94,0,32,Europe
Belgium,2020-03-29,10836,431,1359,Europe
Belize,2020-03-29,2,0,0,Americas
Benin,2020-03-29,6,0,0,Africa
Bhutan,2020-03-29,4,0,0,Asia
Bolivia,2020-03-29,81,1,0,Americas
Bosnia and Herzegovina,2020-03-29,323,6,8,Europe
Brazil,2020-03-29,4256,136,6,Americas
Brunei,2020-03-29,126,1,34,Asia
Bulgaria,2020-03-29,346,8,14,Europe
Burkina Faso,2020-03-29,222,12,23,Africa
Burma,2020-03-29,10,0,0,Asia
Cabo Verde,2020-03-29,6,1,0,Africa
Cambodia,2020-03-29,103,0,21,Asia
Cameroon,2020-03-29,139,6,5,Africa
Canada,2020-03-29,6280,64,466,Americas
Central African Republic,2020-03-29,3,0,0,Africa
Chad,2020-03-29,3,0,0,Africa
Chile,2020-03-29,2139,7,75,Americas
China,2020-03-29,82122,3304,75582,Asia
Colombia,2020-03-29,702,10,10,Americas
Congo (Brazzaville),2020-03-29,19,0,0,Africa
Congo (Kinshasa),2020-03-29,65,6,2,Africa
Costa Rica,2020-03-29,314,2,3,Americas
Cote d'Ivoire,2020-03-29,165,1,4,Africa
Croatia,2020-03-29,713,6,52,Europe
Cuba,2020-03-29,139,3,4,Americas
Cyprus,2020-03-29,214,5,15,Asia
Czechia,2020-03-29,2817,16,11,Europe
Denmark,2020-03-29,2564,72,73,Europe
Diamond Princess,2020-03-29,712,10,603,Outro
Djibouti,2020-03-29,18,0,0,Africa
Dominica,2020-03-29,11,0,0,Americas
Dominican Republic,2020-03-29,859,39,3,Americas
Ecuador,2020-03-29,1924,58,3,Americas
Egypt,2020-03-29,609,40,132,Africa
El Salvador,2020-03-29,24,0,0,Americas
Equatorial Guinea,2020-03-29,12,0,0,Africa
Eritrea,2020-03-29,12,0,0,Africa
Estonia,2020-03-29,679,3,20,Europe
Eswatini,2020-03-29,9,0,0,Africa
Ethiopia,2020-03-29,21,0,1,Africa
Fiji,2020-03-29,5,0,0,Oceania
Finland,2020-03-29,1240,11,10,Europe
France,2020-03-29,40708,2611,7226,Europe
Gabon,2020-03-29,7,1,0,Africa
Gambia,2020-03-29,4,1,0,Africa
Georgia,2020-03-29,91,0,18,Asia
Germany,2020-03-29,62095,533,9211,Europe
Ghana,2020-03-29,152,5,2,Africa
Greece,2020-03-29,1156,38,52,Europe
Grenada,2020-03-29,9,0,0,Americas
Guatemala,2020-03-29,34,1,10,Americas
Guinea,2020-03-29,16,0,0,Africa
Guinea-Bissau,2020-03-29,2,0,0,Africa
Guyana,2020-03-29,8,1,0,Americas
Haiti,2020-03-29,15,0,1,Americas
Holy See,2020-03-29,6,0,0,Europe
Honduras,2020-03-29,110,3,3,Americas
Hungary,2020-03-29,408,13,34,Europe
Iceland,2020-03-29,1020,2,135,Europe
India,2020-03-29,1024,27,95,Asia
Indonesia,2020-03-29,1285,114,64,Asia
Iran,2020-03-29,38309,2640,12391,Asia
Iraq,2020-03-29,547,42,143,Asia
Ireland,2020-03-29,2615,46,5,Europe
Israel,2020-03-29,4247,15,132,Asia
Italy,2020-03-29,97689,10779,13030,Europe
Jamaica,2020-03-29,32,1,2,Americas
Japan,2020-03-29,1866,54,424,Asia
Jordan,2020-03-29,259,3,18,Asia
Kazakhstan,2020-03-29,284,1,20,Asia
Kenya,2020-03-29,42,1,1,Africa
"Korea, South",2020-03-29,9583,152,5033,Asia
Kosovo,2020-03-29,94,1,1,Outro
Kuwait,2020-03-29,255,0,67,Asia
Kyrgyzstan,2020-03-29,84,0,0,Asia
Laos,2020-03-29,8,0,0,Asia
Latvia,2020-03-29,347,0,1,Europe
Lebanon,2020-03-29,438,10,30,Asia
Liberia,2020-03-29,3,0,0,Africa
Libya,2020-03-29,8,0,0,Africa
Liechtenstein,2020-03-29,56,0,0,Europe
Lithuania,2020-03-29,460,7,1,Europe
Luxembourg,2020-03-29,1950,21,40,Europe
Madagascar,2020-03-29,39,0,0,Africa
Malaysia,2020-03-29,2470,35,388,Asia
Maldives,2020-03-29,17,0,13,Asia
Mali,2020-03-29,18,1,0,Africa
Malta,2020-03-29,151,0,2,Europe
Mauritania,2020-03-29,5,0,2,Africa
Mauritius,2020-03-29,107,3,0,Africa
Mexico,2020-03-29,848,16,4,Americas
Moldova,2020-03-29,263,2,2,Europe
Monaco,2020-03-29,46,1,1,Europe
Mongolia,2020-03-29,12,0,0,Asia
Montenegro,2020-03-29,85,1,0,Europe
Morocco,2020-03-29,479,26,13,Africa
Mozambique,2020-03-29,8,0,0,Africa
MS Zaandam,2020-03-29,2,0,0,Outro
Namibia,2020-03-29,11,0,2,Africa
Nepal,2020-03-29,5,0,1,Asia
Netherlands,2020-03-29,10930,772,253,Europe
New Zealand,2020-03-29,514,1,56,Oceania
Nicaragua,2020-03-29,4,1,0,Americas
Niger,2020-03-29,18,1,0,Africa
Nigeria,2020-03-29,111,1,3,Africa
North Macedonia,2020-03-29,259,6,3,Europe
Norway,2020-03-29,4284,25,7,Europe
Oman,2020-03-29,167,0,23,Asia
Pakistan,2020-03-29,1597,14,29,Asia
Panama,2020-03-29,901,17,4,Americas
Papua New Guinea,2020-03-29,1,0,0,Oceania
Paraguay,2020-03-29,59,3,1,Americas
Peru,2020-03-29,852,18,16,Americas
Philippines,2020-03-29,1418,71,42,Asia
Poland,2020-03-29,1862,22,7,Europe
Portugal,2020-03-29,5962,119,43,Europe
Qatar,2020-03-29,634,1,48,Asia
Romania,2020-03-29,1815,43,206,Europe
Russia,2020-03-29,1534,8,64,Europe
Rwanda,2020-03-29,70,0,0,Africa
Saint Kitts and Nevis,2020-03-29,2,0,0,Americas
Saint Lucia,2020-03-29,9,0,1,Americas
Saint Vincent and the Grenadines,2020-03-29,1,0,1,Americas
San Marino,2020-03-29,224,22,6,Europe
Saudi Arabia,2020-03-29,1299,8,66,Asia
Senegal,2020-03-29,142,0,27,Africa
Serbia,2020-03-29,741,13,0,Europe
Seychelles,2020-03-29,8,0,0,Africa
Singapore,2020-03-29,844,3,212,Asia
Slovakia,2020-03-29,314,0,2,Europe
Slovenia,2020-03-29,730,11,10,Europe
Somalia,2020-03-29,3,0,0,Africa
South Africa,2020-03-29,1280,2,31,Africa
Spain,2020-03-29,80110,6803,14709,Europe
Sri Lanka,2020-03-29,117,1,11,Asia
Sudan,2020-03-29,6,1,0,Africa
Suriname,2020-03-29,8,0,0,Americas
Sweden,2020-03-29,3700,110,16,Europe
Switzerland,2020-03-29,14829,300,1595,Europe
Syria,2020-03-29,9,1,0,Asia
Taiwan*,2020-03-29,298,2,30,Asia
Tanzania,2020-03-29,14,0,1,Africa
Thailand,2020-03-29,1388,7,97,Asia
Timor-Leste,2020-03-29,1,0,0,Asia
Togo,2020-03-29,25,1,1,Africa
Trinidad and Tobago,2020-03-29,78,3,1,Americas
Tunisia,2020-03-29,312,8,2,Africa
Turkey,2020-03-29,9217,131,105,Asia
Uganda,2020-03-29,33,0,0,Africa
Ukraine,2020-03-29,475,10,6,Europe
United Arab Emirates,2020-03-29,570,3,58,Asia
United Kingdom,2020-03-29,19780,1231,151,Europe
Uruguay,2020-03-29,304,1,0,Americas
US,2020-03-29,140886,2467,2665,Americas
Uzbekistan,2020-03-29,144,2,7,Asia
Venezuela,2020-03-29,119,2,39,Americas
Vietnam,2020-03-29,188,0,25,Asia
West Bank and Gaza,2020-03-29,109,1,18,Asia
Zambia,2020-03-29,29,0,0,Africa
Zimbabwe,2020-03-29,7,1,0,Africa
Afghanistan,2020-03-30,170,4,2,Asia
Albania,2020-03-30,223,11,44,Europe
Algeria,2020-03-30,584,35,37,Africa
Andorra,2020-03-30,370,8,10,Europe
Angola,2020-03-30,7,2,0,Africa
Antigua and Barbuda,2020-03-30,7,0,0,Americas
Argentina,2020-03-30,820,23,228,Americas
Armenia,2020-03-30,482,3,30,Asia
Australia,2020-03-30,4361,17,257,Oceania
Austria,2020-03-30,9618,108,636,Europe
Azerbaijan,2020-03-30,273,4,26,Asia
Bahamas,2020-03-30,14,0,1,Americas
Bahrain,2020-03-30,515,4,279,Asia
Bangladesh,2020-03-30,49,5,19,Asia
Barbados,2020-03-30,33,0,0,Americas
Belarus,2020-03-30,152,0,32,Europe
Belgium,2020-03-30,11899,513,1527,Europe
Belize,2020-03-30,3,0,0,Americas
Benin,2020-03-30,6,0,0,Africa
Bhutan,2020-03-30,4,0,0,Asia
Bolivia,2020-03-30,97,4,0,Americas
Bosnia and Herzegovina,2020-03-30,368,10,17,Europe
Botswana,2020-03-30,3,0,0,Africa
Brazil,2020-03-30,4579,159,120,Americas
Brunei,2020-03-30,127,1,38,Asia
Bulgaria,2020-03-30,359,8,17,Europe
Burkina Faso,2020-03-30,246,12,31,Africa
Burma,2020-03-30,14,0,0,Asia
Cabo Verde,2020-03-30,6,1,0,Africa
Cambodia,2020-03-30,107,0,21,Asia
Cameroon,2020-03-30,139,6,5,Africa
Canada,2020-03-30,7398,80,466,Americas
Central African Republic,2020-03-30,3,0,0,Africa
Chad,2020-03-30,5,0,0,Africa
Chile,2020-03-30,2449,8,156,Americas
China,2020-03-30,82198,3308,75923,Asia
Colombia,2020-03-30,798,12,15,Americas
Congo (Brazzaville),2020-03-30,19,0,0,Africa
Congo (Kinshasa),2020-03-30,81,8,2,Africa
Costa Rica,2020-03-30,330,2,4,Americas
Cote d'Ivoire,2020-03-30,168,1,6,Africa
Croatia,2020-03-30,790,6,67,Europe
Cuba,2020-03-30,170,4,4,Americas
Cyprus,2020-03-30,230,7,22,Asia
Czechia,2020-03-30,3001,23,25,Europe
Denmark,2020-03-30,2755,77,73,Europe
Diamond Princess,2020-03-30,712,10,603,Outro
Djibouti,2020-03-30,18,0,0,Africa
Dominica,2020-03-30,11,0,0,Americas
Dominican Republic,2020-03-30,901,42,4,Americas
Ecuador,2020-03-30,1962,60,3,Americas
Egypt,2020-03-30,656,41,150,Africa
El Salvador,2020-03-30,30,0,0,Americas
Equatorial Guinea,2020-03-30,12,0,0,Africa
Eritrea,2020-03-30,12,0,0,Africa
Estonia,2020-03-30,715,3,20,Europe
Eswatini,2020-03-30,9,0,0,Africa
Ethiopia,2020-03-30,23,0,4,Africa
Fiji,2020-03-30,5,0,0,Oceania
Finland,2020-03-30,1352,13,10,Europe
France,2020-03-30,45170,3030,7964,Europe
Gabon,2020-03-30,7,1,0,Africa
Gambia,2020-03-30,4,1,0,Africa
Georgia,2020-03-30,103,0,20,Asia
Germany,2020-03-30,66885,645,13500,Europe
Ghana,2020-03-30,152,5,2,Africa
Greece,2020-03-30,1212,43,52,Europe
Grenada,2020-03-30,9,0,0,Americas
Guatemala,2020-03-30,36,1,10,Americas
Guinea,2020-03-30,22,0,0,Africa
Guinea-Bissau,2020-03-30,8,0,0,Africa
Guyana,2020-03-30,8,1,0,Americas
Haiti,2020-03-30,15,0,1,Americas
Holy See,2020-03-30,6,0,0,Europe
Honduras,2020-03-30,139,7,3,Americas
Hungary,2020-03-30,447,15,34,Europe
Iceland,2020-03-30,1086,2,157,Europe
India,2020-03-30,1251,32,102,Asia
Indonesia,2020-03-30,1414,122,75,Asia
Iran,2020-03-30,41495,2757,13911,Asia
Iraq,2020-03-30,630,46,152,Asia
Ireland,2020-03-30,2910,54,5,Europe
Israel,2020-03-30,4695,16,161,Asia
Italy,2020-03-30,101739,11591,14620,Europe
Jamaica,2020-03-30,36,1,2,Americas
Japan,2020-03-30,1866,54,424,Asia
Jordan,2020-03-30,268,5,26,Asia
Kazakhstan,2020-03-30,302,1,21,Asia
Kenya,2020-03-30,50,1,1,Africa
"Korea, South",2020-03-30,9661,158,5228,Asia
Kosovo,2020-03-30,94,1,1,Outro
Kuwait,2020-03-30,266,0,72,Asia
Kyrgyzstan,2020-03-30,94,0,3,Asia
Laos,2020-03-30,8,0,0,Asia
Latvia,2020-03-30,376,0,1,Europe
Lebanon,2020-03-30,446,11,35,Asia
Liberia,2020-03-30,3,0,0,Africa
Libya,2020-03-30,8,0,0,Africa
Liechtenstein,2020-03-30,62,0,0,Europe
Lithuania,2020-03-30,491,7,7,Europe
Luxembourg,2020-03-30,1988,22,40,Europe
Madagascar,2020-03-30,43,0,0,Africa
Malaysia,2020-03-30,2626,37,479,Asia
Maldives,2020-03-30,17,0,13,Asia
Mali,2020-03-30,25,2,0,Africa
Malta,2020-03-30,156,0,2,Europe
Mauritania,2020-03-30,5,1,2,Africa
Mauritius,2020-03-30,128,3,0,Africa
Mexico,2020-03-30,993,20,35,Americas
Moldova,2020-03-30,298,2,15,Europe
Monaco,2020-03-30,49,1,1,Europe
Mongolia,2020-03-30,12,0,2,Asia
Montenegro,2020-03-30,91,1,0,Europe
Morocco,2020-03-30,556,33,15,Africa
Mozambique,2020-03-30,8,0,0,Africa
MS Zaandam,2020-03-30,2,0,0,Outro
Namibia,2020-03-30,11,0,2,Africa
Nepal,2020-03-30,5,0,1,Asia
Netherlands,2020-03-30,11817,865,253,Europe
New Zealand,2020-03-30,589,1,63,Oceania
Nicaragua,2020-03-30,4,1,0,Americas
Niger,2020-03-30,27,3,0,Africa
Nigeria,2020-03-30,131,2,8,Africa
North Macedonia,2020-03-30,285,7,12,Europe
Norway,2020-03-30,4445,32,12,Europe
Oman,2020-03-30,179,0,29,Asia
Pakistan,2020-03-30,1717,21,76,Asia
Panama,2020-03-30,989,24,4,Americas
Papua New Guinea,2020-03-30,1,0,0,Oceania
Paraguay,2020-03-30,64,3,1,Americas
Peru,2020-03-30,950,24,53,Americas
Philippines,2020-03-30,1546,78,42,Asia
Poland,2020-03-30,2055,31,7,Europe
Portugal,2020-03-30,6408,140,43,Europe
Qatar,2020-03-30,693,1,51,Asia
Romania,2020-03-30,2109,65,209,Europe
Russia,2020-03-30,1836,9,66,Europe
Rwanda,2020-03-30,70,0,0,Africa
Saint Kitts and Nevis,2020-03-30,7,0,0,Americas
Saint Lucia,2020-03-30,9,0,1,Americas
Saint Vincent and the Grenadines,2020-03-30,1,0,1,Americas
San Marino,2020-03-30,230,25,13,Europe
Saudi Arabia,2020-03-30,1453,8,115,Asia
Senegal,2020-03-30,162,0,27,Africa
Serbia,2020-03-30,785,16,0,Europe
Seychelles,2020-03-30,8,0,0,Africa
Singapore,2020-03-30,879,3,228,Asia
Slovakia,2020-03-30,336,0,7,Europe
Slovenia,2020-03-30,756,11,10,Europe
Somalia,2020-03-30,3,0,0,Africa
South Africa,2020-03-30,1326,3,31,Africa
Spain,2020-03-30,87956,7716,16780,Europe
Sri Lanka,2020-03-30,122,2,15,Asia
Sudan,2020-03-30,6,2,0,Africa
Suriname,2020-03-30,8,0,0,Americas
Sweden,2020-03-30,4028,146,16,Europe
Switzerland,2020-03-30,15922,359,1823,Europe
Syria,2020-03-30,10,2,0,Asia
Taiwan*,2020-03-30,306,5,39,Asia
Tanzania,2020-03-30,19,0,1,Africa
Thailand,2020-03-30,1524,9,229,Asia
Timor-Leste,2020-03-30,1,0,0,Asia
Togo,2020-03-30,30,1,1,Africa
Trinidad and Tobago,2020-03-30,82,3,1,Americas
Tunisia,2020-03-30,312,8,3,Africa
Turkey,2020-03-30,10827,168,162,Asia
Uganda,2020-03-30,33,0,0,Africa
Ukraine,2020-03-30,548,13,8,Europe
United Arab Emirates,2020-03-30,611,5,61,Asia
United Kingdom,2020-03-30,22453,1411,171,Europe
Uruguay,2020-03-30,310,1,0,Americas
US,2020-03-30,161807,2978,5644,Americas
Uzbekistan,2020-03-30,149,2,7,Asia
Venezuela,2020-03-30,135,3,39,Americas
Vietnam,2020-03-30,203,0,55,Asia
West Bank and Gaza,2020-03-30,116,1,18,Asia
Zambia,2020-03-30,35,0,0,Africa
Zimbabwe,2020-03-30,7,1,0,Africa
Afghanistan,2020-03-31,174,4,5,Asia
Albania,2020-03-31,243,15,52,Europe
Algeria,2020-03-31,716,44,46,Africa
Andorra,2020-03-31,376,12,10,Europe
Angola,2020-03-31,7,2,1,Africa
Antigua and Barbuda,2020-03-31,7,0,0,Americas
Argentina,2020-03-31,1054,27,240,Americas
Armenia,2020-03-31,532,3,30,Asia
Australia,2020-03-31,4559,18,358,Oceania
Austria,2020-03-31,10180,128,1095,Europe
Azerbaijan,2020-03-31,298,5,26,Asia
Bahamas,2020-03-31,14,0,1,Americas
Bahrain,2020-03-31,567,4,295,Asia
Bangladesh,2020-03-31,51,5,25,Asia
Barbados,2020-03-31,34,0,0,Americas
Belarus,2020-03-31,152,1,47,Europe
Belgium,2020-03-31,12775,705,1696,Europe
Belize,2020-03-31,3,0,0,Americas
Benin,2020-03-31,9,0,1,Africa
Bhutan,2020-03-31,4,0,0,Asia
Bolivia,2020-03-31,107,6,0,Americas
Bosnia and Herzegovina,2020-03-31,420,13,17,Europe
Botswana,2020-03-31,4,1,0,Africa
Brazil,2020-03-31,5717,201,127,Americas
Brunei,2020-03-31,129,1,45,Asia
Bulgaria,2020-03-31,399,8,17,Europe
Burkina Faso,2020-03-31,261,14,32,Africa
Burma,2020-03-31,15,1,0,Asia
Burundi,2020-03-31,2,0,0,Africa
Cabo Verde,2020-03-31,6,1,0,Africa
Cambodia,2020-03-31,109,0,23,Asia
Cameroon,2020-03-31,193,6,5,Africa
Canada,2020-03-31,8527,101,1592,Americas
Central African Republic,2020-03-31,3,0,0,Africa
Chad,2020-03-31,7,0,0,Africa
Chile,2020-03-31,2738,12,156,Americas
China,2020-03-31,82279,3309,76206,Asia
Colombia,2020-03-31,906,16,31,Americas
Congo (Brazzaville),2020-03-31,19,0,0,Africa
Congo (Kinshasa),2020-03-31,98,8,2,Africa
Costa Rica,2020-03-31,347,2,4,Americas
Cote d'Ivoire,2020-03-31,179,1,7,Africa
Croatia,2020-03-31,867,6,67,Europe
Cuba,2020-03-31,186,6,8,Americas
Cyprus,2020-03-31,262,8,23,Asia
Czechia,2020-03-31,3308,31,45,Europe
Denmark,2020-03-31,3039,90,77,Europe
Diamond Princess,2020-03-31,712,10,603,Outro
Djibouti,2020-03-31,30,0,0,Africa
Dominica,2020-03-31,12,0,0,Americas
Dominican Republic,2020-03-31,1109,51,5,Americas
Ecuador,2020-03-31,2240,75,54,Americas
Egypt,2020-03-31,710,46,157,Africa
El Salvador,2020-03-31,32,1,0,Americas
Equatorial Guinea,2020-03-31,12,0,1,Africa
Eritrea,2020-03-31,15,0,0,Africa
Estonia,2020-03-31,745,4,26,Europe
Eswatini,2020-03-31,9,0,0,Africa
Ethiopia,2020-03-31,26,0,2,Africa
Fiji,2020-03-31,5,0,0,Oceania
Finland,2020-03-31,1418,17,10,Europe
France,2020-03-31,52827,3532,9513,Europe
Gabon,2020-03-31,16,1,0,Africa
Gambia,2020-03-31,4,1,0,Africa
Georgia,2020-03-31,110,0,21,Asia
Germany,2020-03-31,71808,775,16100,Europe
Ghana,2020-03-31,161,5,31,Africa
Greece,2020-03-31,1314,49,52,Europe
Grenada,2020-03-31,9,0,0,Americas
Guatemala,2020-03-31,38,1,12,Americas
Guinea,2020-03-31,22,0,0,Africa
Guinea-Bissau,2020-03-31,8,0,0,Africa
Guyana,2020-03-31,12,2,0,Americas
Haiti,2020-03-31,15,0,1,Americas
Holy See,2020-03-31,6,0,0,Europe
Honduras,2020-03-31,141,7,3,Americas
Hungary,2020-03-31,492,16,37,Europe
Iceland,2020-03-31,1135,2,198,Europe
India,2020-03-31,1397,35,123,Asia
Indonesia,2020-03-31,1528,136,81,Asia
Iran,2020-03-31,44605,2898,14656,Asia
Iraq,2020-03-31,694,50,170,Asia
Ireland,2020-03-31,3235,71,5,Europe
Israel,2020-03-31,5358,20,224,Asia
Italy,2020-03-31,105792,12428,15729,Europe
Jamaica,2020-03-31,36,1,2,Americas
Japan,2020-03-31,1953,56,424,Asia
